region,equality,gdp_pc,participation,women_rep,femp
Latin America,0.43437333333333333,10.95274888888889,0.4256742857142857,23.551585365853658,37.70135135135135
Eastern Europe,0.4397761904761905,14.56379074074074,0.3580079365079365,19.746409807355516,33.342603550295856
Africa,0.28345951035781547,5.072901489117984,0.25324858757062146,19.25627408993576,30.9
The West,0.7869662698412698,42.03076851851852,0.63856349206349206,29.83010416666667,29.42127659574468
Asia,0.3130204081632653,11.474977366255144,0.26345578231292516,15.661368209255533,20.186131386861312
Middle East,0.21239220183486238,23.589172514619882,0.1455,11.56716621253406,20.127058823529413
